"id_es","chr_authorname","id_study","chr_country","is_USA","chr_language","is_English","is_school_context","is_article","is_RCT","id_sample","id_condition","cat_M_type","cat_R_type","cat_condition_type","chr_condition_name","chr_grade","is_secondary","ave_age","pct_struggle_reader","pct_disability","pct_lowSES","pct_SLL","pct_boy","pct_minority","is_scripted","is_small_group","is_school_staff","num_dosage_total","num_dosage_session_num","num_dosage_session_length","is_fidelity","chr_measure_name","is_measure_std","m_pre","sd_pre","n_pre","m_post","sd_post","n_post","m_delayed","sd_delayed","n_delayed","num_month_of_delayed","r_pre_post","r_pre_delay"
84,"Guthrie et al. (S2), 2004","118","USA","USA","English","English","School Environment","peer reviewed paper","QED","118","118Nm","N","m","1","CORI (9)","3","Elementary",8.5,NA,"0.15760869565217392",NA,0.0205128205128205,0.56544502617801,0.477777777777778,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Passage comprehension (Pre/post)","NO - Not standardized",0.33,0.11,191,0.46,0.098,191,NA,NA,NA,NA,NA,NA
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gates-MacGinitie Reading Comprehension Test","YES - standardized",NA,NA,NA,498.6,22.57,191,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","118Nm","N","m","2","SI (11)","3","Elementary",8.5,NA,"0.10483870967741936",NA,0.0269230769230769,0.501945525291829,0.441295546558704,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Passage comprehension (Pre/post)","NO - Not standardized",0.32,0.074,257,0.38,0.054,257,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gates-MacGinitie Reading Comprehension Test","YES - standardized",NA,NA,NA,468.57,15.85,257,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","118bau","N",NA,"ctl","TI (4)","3","Elementary",8.5,NA,"0.20338983050847459",NA,0,0.552631578947368,0.101694915254237,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Passage comprehension (Pre/post)","NO - Not standardized",0.32,0.049,76,0.35,0.04,76,NA,NA,NA,NA,NA,NA
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gates-MacGinitie Reading Comprehension Test","YES - standardized",NA,NA,NA,483.33,11.93,76,NA,NA,NA,NA,NA,NA
90,"Hautala et al., 2023","119","Finland","non-USA","Finnish","non-English","School Environment","peer reviewed paper","RCT","119","119NGcm","NG","cm","1","RT Goal","3, 4","Elementary",10.02,1,NA,NA,NA,0.44,NA,"No / Not reported","small group (3–7 students)","School Staff",720,8,90,"Reported","Computerized Reading Comprehension","NO - Not standardized",0.53,0.14142135623731,50,0.56,0.13114877048604,43,"0.61",0.00291729982995789,47,7,NA,NA
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","119Ncm","N","cm","2","RT Practice","3, 4","Elementary",9.89,1,NA,NA,NA,0.36734693877551,NA,"No / Not reported","small group (3–7 students)","School Staff",720,8,90,"Reported","Computerized Reading Comprehension","NO - Not standardized",0.51,0.13856406460551,48,0.57,0.12328828005938,38,"0.6",0.00468521285665818,41,7,NA,NA
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119","119bau",NA,NA,"ctl","Control","3, 4","Elementary",9.98,1,NA,NA,NA,0.457627118644068,NA,NA,NA,NA,NA,NA,NA,NA,"Computerized Reading Comprehension","NO - Not standardized",0.47,0.150996688705415,57,0.53,0.13856406460551,48,"0.56000000000000005",0.00282842712474619,50,7,NA,NA
93,"Kim et al., 2021","120","USA","USA","English","English","School Environment","peer reviewed paper","RCT","120","120NGm","NG","m","1","MORE","1","Elementary",6.5,NA,"7.2072072072072071E-2",NA,0.189189189189189,0.502252252252252,0.801801801801802,"No / Not reported","classroom/ large group","School Staff",600,10,60,"Reported","MAP RC","NO - Not standardized",171.92,15.81,319,176.59,15.58,403,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*DIBLE (Combined - word reading fluency, oral reading fluency, and retell ability)","YES - standardized",189.37,101.26,425,188.05,85.78,431,NA,NA,NA,NA,NA,NA
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120","120bau",NA,NA,"ctl","TI","1","Elementary",6.5,NA,"5.9633027522935783E-2",NA,0.238532110091743,0.458715596330275,0.756880733944954,NA,NA,NA,NA,NA,NA,NA,"MAP RC","NO - Not standardized",173.76,15.97,165,175.88,17.13,204,NA,NA,NA,NA,NA,NA
96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*DIBLE (Combined - word reading fluency, oral reading fluency, and retell ability)","YES - standardized",191.19,112.27,212,186.26,93.54,214,NA,NA,NA,NA,NA,NA
97,"Law, 2011","121","China","non-USA","Chinese","non-English","School Environment","peer reviewed paper","QED","121","121NGm","NG","m","1","Int1 –  jigsaw approach","5","Elementary",10.73,NA,NA,0.75,0,0.468085106382979,0,"No / Not reported","small group (3–7 students)","School Staff",300,5,60,"Not reported","Reading comprehension scores (maximum scores: 36)","NO - Not standardized",NA,NA,NA,20.43,3.04,94,"19.07",3.292,94,3,NA,NA
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","121Nm","N","m","2","Int2 – drama approach","5","Elementary",10.69,NA,NA,0.75,0,0.545454545454545,0,"No / Not reported","small group (3–7 students)","School Staff",300,5,60,"Not reported","Reading comprehension scores (maximum scores: 36)","NO - Not standardized",NA,NA,NA,19.38,2.8,99,"19.12",3.18,99,3,NA,NA
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","121bau",NA,NA,"ctl","Control group – Direct instruction with teacher-led whole-class practices.","5","Elementary",10.69,NA,NA,0.75,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,"Reading comprehension scores (maximum scores: 36)","NO - Not standardized",NA,NA,NA,18.94,3.62,86,"18.329999999999998",3.29,96,3,NA,NA
102,"Taboada Barber et al., 2018","123","USA","USA","English","English","School Environment","peer reviewed paper","QED","123","123Nm","N","m","1","USHER (Sequence A)","6","Secondary",11.5,NA,NA,NA,0.374384236453202,0.6,0.75,"No / Not reported","classroom/ large group","School Staff",1187.5,25,47.5,"Reported","History reading comprehension","NO - Not standardized",12.48,6.1,103,15.63,5.35,103,NA,NA,NA,NA,NA,NA
103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123","123bau",NA,NA,"ctl","BAU","6","Secondary",11.5,NA,NA,NA,0.374384236453202,0.6,0.75,NA,NA,NA,NA,NA,NA,NA,"History reading comprehension","NO - Not standardized",12.14,6.1,100,14.27,5.58,100,NA,NA,NA,NA,NA,NA
108,"Wu et al., 2021","124","China","non-USA","Chinese","non-English","School Environment","peer reviewed paper","RCT","124","124Nm","N","m","1","CG n = 168","7, 8","Secondary",14,1,NA,NA,NA,0.523809523809524,NA,"No / Not reported","classroom/ large group","School Staff",640,16,40,"Reported","parallel reading comprehension tests","YES - standardized",50.3,9.89,168,55.62,8.22,168,NA,NA,NA,NA,NA,NA
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"124","124bau",NA,NA,"ctl","EG n = 174","7, 8","Secondary",14,1,NA,NA,NA,0.586206896551724,NA,NA,NA,NA,NA,NA,NA,NA,"parallel reading comprehension tests","YES - standardized",49.71,10.12,174,44.57,8.45,174,NA,NA,NA,NA,NA,NA
110,"Guthrie et al. 1999","125","USA","USA","English","English","School Environment","peer reviewed paper","QED","125_1","125_1Nm","N","m","1","CORI,Grade 3,Pond","3","Elementary",8.5,0.2,"mixed",NA,NA,0.537313432835821,NA,"No / Not reported","classroom/ large group","School Staff",9000,150,60,"Reported","Information Text - Pond/desert","NO - Not standardized",NA,NA,NA,6.28,1.33,32,NA,NA,NA,NA,NA,NA
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrative Text - Pond/desert","NO - Not standardized",NA,NA,NA,6.03,1.73,32,NA,NA,NA,NA,NA,NA
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretest ONLY. Standardized reading","YES - standardized",47.79,25.35,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125_1","125_1m",NA,"m","ctl","TI,Grade 3,Pond","3","Elementary",8.5,0.2,"mixed",NA,NA,0.575757575757576,NA,"No / Not reported","classroom/ large group","School Staff",NA,NA,NA,NA,"Information Text - Pond/desert","NO - Not standardized",NA,NA,NA,5.57,1.64,28,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrative Text - Pond/desert","NO - Not standardized",NA,NA,NA,5.59,1.64,28,NA,NA,NA,NA,NA,NA
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretest ONLY. Standardized reading","YES - standardized",43.32,34.25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125_2","125_2Nm","N","m","1","CORI,Grade 3,Volcano","3","Elementary",8.5,0.2,"mixed",NA,NA,0.537313432835821,NA,"No / Not reported","classroom/ large group","School Staff",9000,150,60,"Reported","Information Text - Volcano/river","NO - Not standardized",NA,NA,NA,8.09,1.59,33,NA,NA,NA,NA,NA,NA
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrative Text - Volcano/river","NO - Not standardized",NA,NA,NA,4.76,1.2,33,NA,NA,NA,NA,NA,NA
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretest ONLY. Standardized reading","YES - standardized",53.35,30.29,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125_2","125_2m",NA,"m","ctl","TI,Grade 3,Volcano","3","Elementary",8.5,0.2,"mixed",NA,NA,0.575757575757576,NA,"No / Not reported","classroom/ large group","School Staff",NA,NA,NA,NA,"Information Text - Volcano/river","NO - Not standardized",NA,NA,NA,7.88,1.72,27,NA,NA,NA,NA,NA,NA
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrative Text - Volcano/river","NO - Not standardized",NA,NA,NA,4,0.87,27,NA,NA,NA,NA,NA,NA
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretest ONLY. Standardized reading","YES - standardized",38.31,35.56,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125_3","125_3Nm","N","m","1","CORI,Grade 5,Pond","5","Elementary",10.5,0.2,"mixed",NA,NA,0.584905660377358,NA,"No / Not reported","classroom/ large group","School Staff",7200,120,60,"Reported","Information Text - Pond/desert","NO - Not standardized",NA,NA,NA,7.92,1.54,23,NA,NA,NA,NA,NA,NA
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrative Text - Pond/desert","NO - Not standardized",NA,NA,NA,5.4,1.34,23,NA,NA,NA,NA,NA,NA
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretest ONLY. Standardized reading","YES - standardized",43.29,11.77,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125_3","125_3m",NA,"m","ctl","TI,Grade 5,Pond","5","Elementary",10.5,0.2,"mixed",NA,NA,0.471698113207547,NA,"No / Not reported","classroom/ large group","School Staff",NA,NA,NA,NA,"Information Text - Pond/desert","NO - Not standardized",NA,NA,NA,7.35,1.54,24,NA,NA,NA,NA,NA,NA
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrative Text - Pond/desert","NO - Not standardized",NA,NA,NA,4.44,1.34,24,NA,NA,NA,NA,NA,NA
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretest ONLY. Standardized reading","YES - standardized",37.46,12.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125_4","125_4Nm","N","m","1","CORI,Grade 5,Volcano","5","Elementary",10.5,0.2,"mixed",NA,NA,0.584905660377358,NA,"No / Not reported","classroom/ large group","School Staff",7200,120,60,"Reported","Information Text - Volcano/river","NO - Not standardized",NA,NA,NA,6.74,1.9,26,NA,NA,NA,NA,NA,NA
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrative Text - Volcano/river","NO - Not standardized",NA,NA,NA,4.96,1.25,26,NA,NA,NA,NA,NA,NA
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretest ONLY. Standardized reading","YES - standardized",42.23,8.99,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125_4","125_4m",NA,"m","ctl","TI,Grade 5,Volcano","5","Elementary",10.5,0.2,"mixed",NA,NA,0.471698113207547,NA,"No / Not reported","classroom/ large group","School Staff",NA,NA,NA,NA,"Information Text - Volcano/river","NO - Not standardized",NA,NA,NA,6.37,1.59,28,NA,NA,NA,NA,NA,NA
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Narrative Text - Volcano/river","NO - Not standardized",NA,NA,NA,5.13,1.51,28,NA,NA,NA,NA,NA,NA
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretest ONLY. Standardized reading","YES - standardized",37.54,10.3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"Guthrie et al. 2009","126","USA","USA","English","English","School Environment","peer reviewed paper","QED","126_1","126_1Ncm","N","cm","1","CORI (Low)","5","Elementary",10.5,NA,"0.02",NA,0,0.488,0.58,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Gates-MacGinitie","YES - standardized",455.54,9.71,41,476.72,11.1,41,NA,NA,NA,NA,NA,NA
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inferencing (Gates)","NO - Not standardized",8,0.46,41,8.88,0.68,41,NA,NA,NA,NA,NA,NA
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"126_1","126_1cm",NA,"cm","ctl","TI (Low)","5","Elementary",10.5,NA,"0",NA,0.02,0.636,0.37,"No / Not reported","classroom/ large group","School Staff",5400,60,90,NA,"Gates-MacGinitie","YES - standardized",450.7,3.69,22,459.03,15.72,22,NA,NA,NA,NA,NA,NA
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inferencing (Gates)","NO - Not standardized",7.97,0.58,22,7.73,1.3,22,NA,NA,NA,NA,NA,NA
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,"126_2","126_2Ncm","N","cm","1","CORI (High)","5","Elementary",10.5,NA,"0.08",NA,0.12,0.396,0.44,"No / Not reported","classroom/ large group","School Staff",5400,60,90,"Reported","Gates-MacGinitie","YES - standardized",515.33,15.58,53,528.57,16.5,53,NA,NA,NA,NA,NA,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inferencing (Gates)","NO - Not standardized",8.77,1.53,53,9.58,0.82,53,NA,NA,NA,NA,NA,NA
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,"126_2","126_2cm",NA,"cm","ctl","TI (High)","5","Elementary",10.5,NA,"0.23",NA,0.14,0.65,0.23,"No / Not reported","classroom/ large group","School Staff",5400,60,90,NA,"Gates-MacGinitie","YES - standardized",509.13,1.36,40,514.23,8.75,40,NA,NA,NA,NA,NA,NA
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inferencing (Gates)","NO - Not standardized",9.03,0.55,40,9.67,0.32,40,NA,NA,NA,NA,NA,NA
142,"Little et al. 2014","127","USA","USA","English","English","School Environment","peer reviewed paper","RCT","127_7","127_7Nm","N","m","1","SEM-R,   East, G7","7","Secondary",12.5,0.2,NA,0.477,NA,NA,0.683,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",514.79,25.49,154,515.58,28.22,154,NA,NA,NA,NA,NA,NA
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_7","127_7m",NA,"m","ctl","Control, East, G7","7","Secondary",12.5,0.2,NA,0.477,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",519.68,28.78,143,518.19,30.19,143,NA,NA,NA,NA,NA,NA
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_8","127_8Nm","N","m","1","SEM-R,   East, G8","8","Secondary",13.5,0.2,NA,0.477,NA,NA,0.683,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",521.98,27.12,117,522.23,27.7,117,NA,NA,NA,NA,NA,NA
145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_8","127_8m",NA,"m","ctl","Control, East, G8","8","Secondary",13.5,0.2,NA,0.477,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",522.34,33.23,134,522.43,31.16,134,NA,NA,NA,NA,NA,NA
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_6","127_6Nm","N","m","1","SEM-R,   West, G6","6","Secondary",11.5,0.2,NA,0.79,NA,NA,0.692,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",498.84,35.16,176,501.99,31.33,176,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_6","127_6m",NA,"m","ctl","Control, West G6","6","Secondary",11.5,0.2,NA,0.79,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",505.65,31.49,84,510.28,32.59,84,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_7","127_7Nm","N","m","1","SEM-R,   West, G7","7","Secondary",12.5,0.2,NA,0.79,NA,NA,0.692,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",523.13,26.26,196,526.38,28.99,196,NA,NA,NA,NA,NA,NA
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_7","127_7m",NA,"m","ctl","Control, West G7","7","Secondary",12.5,0.2,NA,0.79,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",517.99,28.76,78,521.44,30.89,78,NA,NA,NA,NA,NA,NA
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_8","127_8Nm","N","m","1","SEM-R,   West, G8","8","Secondary",13.5,0.2,NA,0.79,NA,NA,0.692,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",535.06,30.68,200,535.59,31.14,200,NA,NA,NA,NA,NA,NA
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_8","127_8m",NA,"m","ctl","Control, West, G8","8","Secondary",13.5,0.2,NA,0.79,NA,NA,0.692,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",530.72,27.92,106,519.06,36.21,106,NA,NA,NA,NA,NA,NA
152,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_6","127_6Nm","N","m","1","SEM-R,   South, G6","6","Secondary",11.5,0.2,NA,0.769,NA,NA,0.667,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",509.06,28.54,49,511.67,26.68,49,NA,NA,NA,NA,NA,NA
153,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_6","127_6m",NA,"m","ctl","Control, South, G6","6","Secondary",11.5,0.2,NA,0.769,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",498.09,29.08,47,494.35,30.34,47,NA,NA,NA,NA,NA,NA
154,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_7","127_7Nm","N","m","1","SEM-R,   South, G7","7","Secondary",12.5,0.2,NA,0.769,NA,NA,0.667,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",534.12,27.62,40,546.68,30.07,40,NA,NA,NA,NA,NA,NA
155,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_7","127_7m",NA,"m","ctl","Control, South, G7","7","Secondary",12.5,0.2,NA,0.769,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",516.22,27.44,36,518.08,26.45,36,NA,NA,NA,NA,NA,NA
156,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_8","127_8Nm","N","m","1","SEM-R,   South, G8","8","Secondary",13.5,0.2,NA,0.769,NA,NA,0.667,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",524.51,21.49,43,535.42,27.69,43,NA,NA,NA,NA,NA,NA
157,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_8","127_8m",NA,"m","ctl","Control, South, G8","8","Secondary",13.5,0.2,NA,0.769,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",532.76,21.61,41,535.55,31.68,41,NA,NA,NA,NA,NA,NA
158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_6","127_6Nm","N","m","1","SEM-R,   North, G6","6","Secondary",11.5,0.2,NA,0.662,NA,NA,0.85,"No / Not reported","classroom/ large group","School Staff",6800,160,42.5,"Reported","GMRT = Gates–MacGinitie Reading Tests","YES - standardized",507.52,27.64,109,507.61,29.89,109,NA,NA,NA,NA,NA,NA
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127_6","127_6m",NA,"m","ctl","Control, North G6","6","Secondary",11.5,0.2,NA,0.662,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,"GMRT = Gates–MacGinitie Reading Tests","YES - standardized",475.49,37.8,53,495.55,35.87,53,NA,NA,NA,NA,NA,NA
